155.7733,642.167,63.68305
55.83562,114.8013,10
199.5536,992.8547,174.6635
119.2276,273.305,119.1958
93.25761,921.5343,30.7395
190.9992,374.1809,21.93406
174.8357,142.3979,160.3664
139.9415,832.048,139.6964
80.25027,452.7571,78.32664
183.6419,758.8878,101.2498
143.1381,196.2025,39.30411
61.11069,784.5747,52.77399
125.7373,728.1748,12.66728
111.15,1000,90.94056
195.5391,100,88.3516
166.4985,531.8177,127.4019
105.0877,555.5133,46.26866
180.0043,965.1602,48.46336
152.6318,343.8381,149.3682
100.1609,180.5383,99.78927
70.57179,310.2996,27.75855
181.2227,430.8171,180
193.2644,661.4171,145.2171
160.8988,813.2184,25.11608
131.2438,601.56,108.4468
50.77733,987.8794,18.29509
200,248.9152,55.08169
148.3203,907.254,76.83151
124.0897,127.5349,70.58256
162.853,940.1962,154.8923
137.7259,398.4287,93.72876
76.81087,668.5915,37.12865
170.8766,298.4366,81.64954
95.65964,357.1363,61.43664
109.5984,230.3871,19.2586
186.2093,215.5052,136.4143
198.1566,466.2937,113.0506
194.8555,893.4374,10.44082
175.8153,491.3413,33.68936
89.90555,706.314,86.4199
72.46625,951.1803,68.27758
188.2823,574.3078,73.12212
83.89632,151.7184,49.93255
117.3976,858.3647,58.09205
146.6119,109.7442,130.7017
169.5012,716.6049,170.0019
127.389,973.2081,125.143
64.61869,519.5896,14.95077
52.6974,414.55,42.48065
173.292,874.7777,116.8116
